DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
04/14/2018,4:12,BROOKLYN,11216,40.689133,-73.951324,"(40.689133, -73.951324)",NOSTRAND AVENUE                 ,CLIFTON PLACE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3881051,SPORT UTILITY / STATION WAGON,,,,
04/14/2018,4:15,BRONX,10459,40.818893,-73.89229,"(40.818893, -73.89229)",BRUCKNER BOULEVARD              ,BARRETTO STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3880738,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/14/2018,4:20,,,40.738495,-73.90274,"(40.738495, -73.90274)",BROOKLYN QUEENS EXPRESSWAY      ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,3880438,SPORT UTILITY / STATION WAGON,,,,
04/14/2018,4:26,,,40.845104,-73.91494,"(40.845104, -73.91494)",CROSS BRONX EXPY                ,,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3882823,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/14/2018,4:27,,,40.72759,-73.758606,"(40.72759, -73.758606)",CLEARVIEW EXPRESSWAY            ,,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,,,,3883381,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/14/2018,4:30,QUEENS,11385,40.705597,-73.893456,"(40.705597, -73.893456)",,,68-28     64 PLACE                      ,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Unspecified,,,3880533,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,
04/14/2018,4:30,,,,,,LINDEN PLACE                    ,23 AVENUE,,1,0,0,0,0,0,1,0,Tire Failure/Inadequate,,,,,3880841,PASSENGER VEHICLE,,,,
04/14/2018,4:30,,,40.645298,-74.10466,"(40.645298, -74.10466)",RICHMOND TERRACE                ,SNUG HARBOR ROAD,,2,0,0,0,0,0,2,0,Fell Asleep,,,,,3880820,PASSENGER VEHICLE,,,,
04/14/2018,4:45,MANHATTAN,10036,40.75484,-73.98412,"(40.75484, -73.98412)",WEST 42 STREET                  ,AVENUE OF THE AMERICAS,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unsafe Lane Changing,,,,3881257,TAXI,DP,,,
04/14/2018,4:50,,,40.83516,-73.94561,"(40.83516, -73.94561)",WEST 158 STREET                 ,RIVERSIDE DRIVE,,0,0,0,0,0,0,0,0,Following Too Closely,Following Too Closely,,,,3881683,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/14/2018,4:55,BROOKLYN,11222,40.725098,-73.95758,"(40.725098, -73.95758)",FRANKLIN STREET                 ,NORTH 15 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3881354,SPORT UTILITY / STATION WAGON,,,,
04/14/2018,4:58,BROOKLYN,11210,40.63481,-73.94978,"(40.63481, -73.94978)",FLATBUSH AVENUE                 ,EAST 28 STREET,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,3880558,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE
04/14/2018,5:00,BRONX,10467,40.88471,-73.8612,"(40.88471, -73.8612)",,,720       EAST 221 STREET               ,0,0,0,0,0,0,0,0,Unspecified,,,,,3881490,SPORT UTILITY / STATION WAGON,,,,
04/14/2018,5:00,,,40.864075,-73.822624,"(40.864075, -73.822624)",ELGAR PLACE                     ,,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Unspecified,Unspecified,,3881570,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,
04/14/2018,5:10,BROOKLYN,11203,40.658295,-73.93109,"(40.658295, -73.93109)",UTICA AVENUE                    ,WINTHROP STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3883319,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/14/2018,5:18,,,40.69133,-73.95177,"(40.69133, -73.95177)",NOSTRAND AVENUE                 ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3880909,PASSENGER VEHICLE,,,,
04/14/2018,5:25,,,40.641674,-74.00313,"(40.641674, -74.00313)",49 STREET                       ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3880593,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/14/2018,5:25,STATEN ISLAND,10312,40.54397,-74.17558,"(40.54397, -74.17558)",,,1026      ARDEN AVENUE                  ,1,0,0,0,0,0,1,0,Alcohol Involvement,,,,,3880544,PASSENGER VEHICLE,,,,
04/14/2018,5:32,BRONX,10453,40.85416,-73.909775,"(40.85416, -73.909775)",,,58        WEST BURNSIDE AVENUE          ,0,0,0,0,0,0,0,0,Fell Asleep,Unspecified,,,,3882252,DP,SPORT UTILITY / STATION WAGON,,,
04/14/2018,5:33,,,40.770054,-73.914406,"(40.770054, -73.914406)",ASTORIA BOULEVARD               ,35 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3881045,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/14/2018,5:33,,,40.755516,-73.961105,"(40.755516, -73.961105)",FDR DRIVE                       ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,3880570,PASSENGER VEHICLE,,,,
04/14/2018,5:40,,,40.81322,-73.897835,"(40.81322, -73.897835)",BRUCKNER EXPRESSWAY             ,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3880494,TK,PASSENGER VEHICLE,,,
04/14/2018,5:45,QUEENS,11414,40.652424,-73.83821,"(40.652424, -73.83821)",CROSS BAY BOULEVARD             ,163 AVENUE,,0,0,0,0,0,0,0,0,Driverless/Runaway Vehicle,,,,,3880613,PICK-UP TRUCK,,,,
04/14/2018,5:50,MANHATTAN,10035,40.79679,-73.93132,"(40.79679, -73.93132)",,,510       EAST 119 STREET               ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3882723,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/14/2018,6:00,,,40.712162,-73.83495,"(40.712162, -73.83495)",GRENFELL STREET                 ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3881312,PASSENGER VEHICLE,,,,
04/14/2018,6:10,BRONX,10474,40.812534,-73.88377,"(40.812534, -73.88377)",HUNTS POINT AVENUE              ,RANDALL AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3880740,FORK,SPORT UTILITY / STATION WAGON,,,
04/14/2018,6:10,,,40.827736,-73.88588,"(40.827736, -73.88588)",SHERIDAN EXPRESSWAY             ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3880811,PASSENGER VEHICLE,,,,
04/14/2018,6:10,,,40.721226,-73.8267,"(40.721226, -73.8267)",VAN WYCK EXPWY                  ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,3880637,SPORT UTILITY / STATION WAGON,,,,
04/14/2018,6:15,,,40.801754,-73.93121,"(40.801754, -73.93121)",1 AVENUE                        ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3880429,dump,,,,
04/14/2018,6:22,BROOKLYN,11223,40.59729,-73.96113,"(40.59729, -73.96113)",,,2444      CONEY ISLAND AVENUE           ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3881204,TAXI,PASSENGER VEHICLE,,,
04/14/2018,6:28,,,40.66515,-73.82589,"(40.66515, -73.82589)",BELT PARKWAY                    ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3881210,PASSENGER VEHICLE,PICK-UP TRUCK,,,
04/14/2018,6:29,BROOKLYN,11212,40.66116,-73.918304,"(40.66116, -73.918304)",LIVONIA AVENUE                  ,HOWARD AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3884598,PASSENGER VEHICLE,,,,
04/14/2018,6:30,,,40.732243,-73.87013,"(40.732243, -73.87013)",LONG ISLAND EXPRESSWAY          ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3880970,SPORT UTILITY / STATION WAGON,TAXI,,,
04/14/2018,6:50,BRONX,10458,40.87427,-73.88477,"(40.87427, -73.88477)",VALENTINE AVENUE                ,EAST 204 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3880883,PASSENGER VEHICLE,,,,
04/14/2018,6:50,,,40.763885,-73.84002,"(40.763885, -73.84002)",VAN WYCK EXPWY                  ,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,,,,,3880973,MOTORCYCLE,,,,
04/14/2018,6:57,QUEENS,11372,40.748962,-73.891754,"(40.748962, -73.891754)",37 AVENUE                       ,74 STREET,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,3880978,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/14/2018,7:00,BRONX,10456,40.82211,-73.908104,"(40.82211, -73.908104)",,,611       EAST 161 STREET               ,0,0,0,0,0,0,0,0,Other Vehicular,,,,,3880810,PASSENGER VEHICLE,,,,
04/14/2018,7:00,BROOKLYN,11232,40.650146,-74.00508,"(40.650146, -74.00508)",41 STREET                       ,5 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3880511,SPORT UTILITY / STATION WAGON,,,,
04/14/2018,7:00,QUEENS,11417,40.676563,-73.83872,"(40.676563, -73.83872)",133 AVENUE                      ,HAWTREE STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3881308,PASSENGER VEHICLE,,,,
04/14/2018,7:00,QUEENS,11419,40.682243,-73.82222,"(40.682243, -73.82222)",LEFFERTS BOULEVARD              ,109 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3881211,SPORT UTILITY / STATION WAGON,,,,
04/14/2018,7:00,STATEN ISLAND,10306,40.564537,-74.13171,"(40.564537, -74.13171)",AMBOY ROAD                      ,CLARKE AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3880715,PASSENGER VEHICLE,,,,
04/14/2018,7:00,,,40.825294,-73.864845,"(40.825294, -73.864845)",BRUCKNER EXPRESSWAY             ,,,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,,,,3880513,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/14/2018,7:05,,,40.784042,-73.9565,"(40.784042, -73.9565)",MADISON AVENUE                  ,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3882086,TAXI,SPORT UTILITY / STATION WAGON,,,
04/14/2018,7:05,MANHATTAN,10014,40.729046,-74.01073,"(40.729046, -74.01073)",WEST STREET                     ,WEST HOUSTON STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,,,,,3881087,BICYCLE,,,,
04/14/2018,7:10,,,40.634098,-74.01782,"(40.634098, -74.01782)",6 AVENUE                        ,67 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3880502,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,
04/14/2018,7:30,QUEENS,11377,40.74539,-73.90559,"(40.74539, -73.90559)",59 STREET                       ,ROOSEVELT AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3880483,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/14/2018,7:30,QUEENS,11434,40.65616,-73.76736,"(40.65616, -73.76736)",BREWER BOULEVARD                ,ROCKAWAY BOULEVARD,,0,0,0,0,0,0,0,0,Reaction to Other Uninvolved Vehicle,,,,,3880587,SPORT UTILITY / STATION WAGON,,,,
04/14/2018,7:30,,,40.625916,-74.13452,"(40.625916, -74.13452)",,,1351      FOREST AVENUE                 ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Backing Unsafely,,,,3880501,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/14/2018,7:40,,,40.607697,-74.13305,"(40.607697, -74.13305)",SOUTH GANNON AVENUE             ,MANN AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3880654,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/14/2018,7:45,,,,,,PARSONS BOULEVARD               ,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3880849,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/14/2018,7:55,QUEENS,11372,40.74681,-73.89176,"(40.74681, -73.89176)",ROOSEVELT AVENUE                ,BROADWAY,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3880971,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/14/2018,8:05,BRONX,10466,40.88845,-73.841965,"(40.88845, -73.841965)",BAYCHESTER AVENUE               ,EAST 233 STREET,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,,,,,3880572,SPORT UTILITY / STATION WAGON,,,,
04/14/2018,8:15,QUEENS,11362,,,,,,5205      REDFIELD STREET               ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3882501,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/14/2018,8:15,QUEENS,11413,40.661278,-73.75093,"(40.661278, -73.75093)",,,145-17    229 STREET                    ,0,0,0,0,0,0,0,0,Unspecified,,,,,3880693,PASSENGER VEHICLE,,,,
04/14/2018,8:15,BROOKLYN,11208,40.680016,-73.87743,"(40.680016, -73.87743)",LOGAN STREET                    ,ATLANTIC AVENUE,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3882110,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/14/2018,8:15,BROOKLYN,11237,40.711338,-73.92513,"(40.711338, -73.92513)",MESEROLE STREET                 ,GARDNER AVENUE,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,3882077,FORKL,SPORT UTILITY / STATION WAGON,,,
04/14/2018,8:30,BROOKLYN,11216,40.688267,-73.947784,"(40.688267, -73.947784)",,,749       MARCY AVENUE                  ,0,0,0,0,0,0,0,0,Unspecified,,,,,3881057,SPORT UTILITY / STATION WAGON,,,,
04/14/2018,8:35,BROOKLYN,11217,40.68405,-73.97746,"(40.68405, -73.97746)",ATLANTIC AVENUE                 ,FLATBUSH AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Following Too Closely,,,,3880984,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/14/2018,8:45,BRONX,10467,40.877537,-73.8622,"(40.877537, -73.8622)",,,789       EAST 211 STREET               ,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,Unspecified,,,3880564,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,
04/14/2018,8:45,BROOKLYN,11208,40.681366,-73.8727,"(40.681366, -73.8727)",,,3350      ATLANTIC AVENUE               ,1,0,0,0,0,0,1,0,Backing Unsafely,Unspecified,,,,3882178,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/14/2018,8:50,,,40.63082,-73.88636,"(40.63082, -73.88636)",SHORE PARKWAY                   ,ROCKAWAY PARKWAY,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3881727,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/14/2018,8:57,QUEENS,11368,40.75813,-73.85696,"(40.75813, -73.85696)",NORTHERN BOULEVARD              ,112 PLACE,,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,3881172,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/14/2018,9:00,MANHATTAN,10022,40.760925,-73.96705,"(40.760925, -73.96705)",3 AVENUE                        ,EAST 58 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3880571,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/14/2018,9:00,QUEENS,11373,40.735332,-73.88584,"(40.735332, -73.88584)",KNEELAND AVENUE                 ,HILLYER STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3880972,SPORT UTILITY / STATION WAGON,,,,
04/14/2018,9:00,,,40.697613,-73.98496,"(40.697613, -73.98496)",CONCORD STREET                  ,,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3880576,SPORT UTILITY / STATION WAGON,TAXI,,,
04/14/2018,9:00,,,,,,EAST FORDHAM ROAD               ,BRONX PARK EAST,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3880649,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/14/2018,9:05,,,,,,VANWYCK EXPRESSWAY              ,LIBERTY AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3880630,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/14/2018,9:15,,,40.83315,-73.8871,"(40.83315, -73.8871)",NASSAU EXPRESSWAY               ,ROCKAWAY BOULEVARD,,3,0,0,0,0,0,3,0,Driver Inattention/Distraction,Unspecified,,,,3881535,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/14/2018,9:19,,,40.679592,-73.93488,"(40.679592, -73.93488)",FULTON STREET                   ,,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3881256,PASSENGER VEHICLE,,,,
04/14/2018,9:20,,,,,,BEACH 84 STREET                 ,BEACH CHANNEL DRIVE,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,3880436,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/14/2018,9:21,,,40.699703,-73.99627,"(40.699703, -73.99627)",BROOKLYN QUEENS EXPRESSWAY      ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3880581,PASSENGER VEHICLE,,,,
04/14/2018,9:25,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3882254,PASSENGER VEHICLE,,,,
04/14/2018,9:25,QUEENS,11354,40.761383,-73.8353,"(40.761383, -73.8353)",COLLEGE POINT BOULEVARD         ,KING ROAD,,2,0,0,0,0,0,2,0,Illness,Unspecified,Unspecified,,,3880843,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,,
04/14/2018,9:30,BRONX,10460,40.83315,-73.8871,"(40.83315, -73.8871)",EAST 172 STREET                 ,BRYANT AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,,3880822,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE
04/14/2018,9:30,BROOKLYN,11212,40.66578,-73.91942,"(40.66578, -73.91942)",HOWARD AVENUE                   ,SUTTER AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3880748,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/14/2018,9:30,BROOKLYN,11233,40.678276,-73.910805,"(40.678276, -73.910805)",ROCKAWAY AVENUE                 ,FULTON STREET,,1,0,1,0,0,0,0,0,Unspecified,,,,,3880666,SPORT UTILITY / STATION WAGON,,,,
04/14/2018,9:35,MANHATTAN,10035,40.80142,-73.93446,"(40.80142, -73.93446)",2 AVENUE                        ,EAST 123 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3882294,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/14/2018,9:39,BROOKLYN,11226,40.650856,-73.9486,"(40.650856, -73.9486)",EAST 31 STREET                  ,CHURCH AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3881677,PASSENGER VEHICLE,,,,
04/14/2018,9:40,,,,,,HORACE HARDING EXPRESSWAY       ,KISSENA BOULEVARD,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3880850,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/14/2018,9:40,,,40.822056,-73.920395,"(40.822056, -73.920395)",PARK AVENUE                     ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3881360,PASSENGER VEHICLE,,,,
04/14/2018,9:42,,,40.685722,-73.85738,"(40.685722, -73.85738)",84 STREET                       ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3888542,SPORT UTILITY / STATION WAGON,,,,
04/14/2018,9:45,,,40.7092,-73.9919,"(40.7092, -73.9919)",MANHATTAN BR UPPER              ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3880469,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/14/2018,9:50,BROOKLYN,11236,40.63145,-73.887085,"(40.63145, -73.887085)",ROCKAWAY PARKWAY                ,SCHENCK STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3881726,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/14/2018,9:50,,,40.69383,-73.82888,"(40.69383, -73.82888)",118 STREET                      ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3882085,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
04/14/2018,9:50,BROOKLYN,11208,40.68536,-73.88221,"(40.68536, -73.88221)",FORCE TUBE AVENUE               ,JAMAICA AVENUE,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3882211,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,TAXI,,
04/14/2018,9:57,,,,,,OCEAN PARKWAY                   ,,,0,0,0,0,0,0,0,0,,,,,,3881288,,,,,
04/15/2018,0:00,BROOKLYN,11225,40.664787,-73.95099,"(40.664787, -73.95099)",,,975       NOSTRAND AVENUE               ,0,0,0,0,0,0,0,0,Unspecified,,,,,3880877,PASSENGER VEHICLE,,,,
04/15/2018,0:00,BROOKLYN,11236,40.63701,-73.8868,"(40.63701, -73.8868)",,,1455      EAST 102 STREET               ,0,0,0,0,0,0,0,0,Unspecified,,,,,3882678,SPORT UTILITY / STATION WAGON,,,,
04/15/2018,0:00,QUEENS,11367,40.723366,-73.81737,"(40.723366, -73.81737)",,,147-26    76 AVENUE                     ,0,0,0,0,0,0,0,0,Unspecified,,,,,3881452,SPORT UTILITY / STATION WAGON,,,,
04/15/2018,0:00,QUEENS,11420,40.682003,-73.81606,"(40.682003, -73.81606)",111 AVENUE                      ,125 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3881309,PASSENGER VEHICLE,,,,
04/15/2018,0:00,QUEENS,11422,40.66561,-73.73568,"(40.66561, -73.73568)",SUNRISE HIGHWAY                 ,FRANCIS LEWIS BOULEVARD,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3882407,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/15/2018,0:00,STATEN ISLAND,10310,40.62495,-74.11426,"(40.62495, -74.11426)",,,651       BROADWAY                      ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3883187,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/15/2018,0:00,,,40.587093,-73.94134,"(40.587093, -73.94134)",VOORHIES AVENUE                 ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3881004,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/15/2018,0:00,,,40.862732,-73.90333,"(40.862732, -73.90333)",WEST FORDHAM ROAD               ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,,,,,3880887,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/15/2018,0:00,BRONX,10457,40.847313,-73.88931,"(40.847313, -73.88931)",,,701       OAKLAND PLACE                 ,1,0,1,0,0,0,0,0,,,,,,3882336,,,,,
04/15/2018,0:00,QUEENS,11385,40.706497,-73.89695,"(40.706497, -73.89695)",FRESH POND ROAD                 ,PUTNAM AVENUE,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3880873,PASSENGER VEHICLE,,,,
04/15/2018,0:00,,,40.64663,-73.95566,"(40.64663, -73.95566)",BEDFORD AVENUE                  ,,,1,0,1,0,0,0,0,0,Unspecified,,,,,3881686,PASSENGER VEHICLE,,,,
04/15/2018,0:00,,,40.714527,-73.97481,"(40.714527, -73.97481)",WILLIAMSBURG BRIDGE OUTER ROADWA,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3881138,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,
04/15/2018,0:10,,,40.87507,-73.87102,"(40.87507, -73.87102)",BRONX RIVER PARKWAY             ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3881020,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/15/2018,0:10,,,40.870823,-73.8721,"(40.870823, -73.8721)",BRONX RIVER PARKWAY             ,,,3,0,0,0,0,0,3,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,,,3881201,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
04/15/2018,0:12,,,,,,3 AVENUE                        ,,,0,0,0,0,0,0,0,0,Following Too Closely,Driver Inattention/Distraction,,,,3880817,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/15/2018,0:12,,,40.663124,-73.9509,"(40.663124, -73.9509)",NOSTRAND AVENUE                 ,,,0,0,0,0,0,0,0,0,Reaction to Other Uninvolved Vehicle,Unspecified,,,,3880868,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/15/2018,0:15,MANHATTAN,10010,40.740692,-73.987595,"(40.740692, -73.987595)",,,36        EAST 23 STREET                ,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3880939,TAXI,PASSENGER VEHICLE,,,
04/15/2018,0:20,,,40.664223,-73.84582,"(40.664223, -73.84582)",BELT PARKWAY                    ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3881010,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/15/2018,0:23,,,40.583908,-73.98599,"(40.583908, -73.98599)",BELT PARKWAY                    ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3881125,PASSENGER VEHICLE,,,,
04/15/2018,0:24,MANHATTAN,10014,40.733543,-74.00333,"(40.733543, -74.00333)",,,75        CHRISTOPHER STREET            ,1,0,1,0,0,0,0,0,Unspecified,,,,,3881106,PASSENGER VEHICLE,,,,
