DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
04/07/2018,9:41,STATEN ISLAND,10306,40.562996,-74.140495,"(40.562996, -74.140495)",CORONA AVENUE                   ,FULLER COURT,,0,0,0,0,0,0,0,0,Unspecified,,,,,3876632,SPORT UTILITY / STATION WAGON,,,,
04/07/2018,9:43,BROOKLYN,11213,40.667824,-73.93122,"(40.667824, -73.93122)",UTICA AVENUE                    ,UNION STREET,,0,0,0,0,0,0,0,0,Brakes Defective,Unspecified,Unspecified,,,3876570,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,
04/07/2018,9:44,QUEENS,11421,40.685963,-73.85654,"(40.685963, -73.85654)",85 STREET                       ,ATLANTIC AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3876857,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,
04/07/2018,9:45,MANHATTAN,10011,40.7441,-73.99565,"(40.7441, -73.99565)",WEST 23 STREET                  ,7 AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3878710,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/07/2018,9:50,QUEENS,11423,40.715153,-73.77345,"(40.715153, -73.77345)",,,188-10    HILLSIDE AVENUE               ,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3876467,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/07/2018,9:55,MANHATTAN,10018,40.75595,-73.99074,"(40.75595, -73.99074)",WEST 40 STREET                  ,8 AVENUE,,0,0,0,0,0,0,0,0,Driver Inexperience,Driver Inexperience,,,,3876997,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/07/2018,9:55,BROOKLYN,11205,40.693287,-73.97386,"(40.693287, -73.97386)",MYRTLE AVENUE                   ,WASHINGTON PARK,,2,0,0,0,0,0,2,0,Turning Improperly,Unspecified,,,,3876438,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/08/2018,13:30,BROOKLYN,11215,40.670807,-73.97567,"(40.670807, -73.97567)",,,509       1 STREET                      ,0,0,0,0,0,0,0,0,Unspecified,,,,,3876829,MOTORCYCLE,,,,
04/08/2018,0:00,BRONX,10452,40.84518,-73.91417,"(40.84518, -73.91417)",JEROME AVENUE                   ,CROSS BRONX EXPRESSWAY,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3877049,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/08/2018,0:00,BRONX,10465,40.8266,-73.82084,"(40.8266, -73.82084)",RANDALL AVENUE                  ,EDISON AVENUE,,0,0,0,0,0,0,0,0,,,,,,3878381,,,,,
04/08/2018,0:00,BROOKLYN,11206,40.71074,-73.94548,"(40.71074, -73.94548)",MANHATTAN AVENUE                ,MAUJER STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3877474,SPORT UTILITY / STATION WAGON,,,,
04/08/2018,0:00,BROOKLYN,11207,40.667114,-73.899734,"(40.667114, -73.899734)",,,523       BLAKE AVENUE                  ,0,0,0,0,0,0,0,0,Unspecified,,,,,3877594,SPORT UTILITY / STATION WAGON,,,,
04/08/2018,0:00,BROOKLYN,11235,40.583717,-73.94584,"(40.583717, -73.94584)",,,2211      EMMONS AVENUE                 ,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Backing Unsafely,,,,3876721,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/08/2018,0:00,QUEENS,11414,40.659172,-73.839874,"(40.659172, -73.839874)",CROSS BAY BOULEVARD             ,159 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3877206,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/08/2018,0:00,,,40.71143,-73.72845,"(40.71143, -73.72845)",CROSS ISLAND PARKWAY            ,,,1,0,0,0,0,0,1,0,Outside Car Distraction,Driver Inattention/Distraction,Unspecified,Unspecified,,3877316,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,
04/08/2018,0:00,,,40.89711,-73.88008,"(40.89711, -73.88008)",MAJOR DEEGAN EXPRESSWAY         ,,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3879448,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/08/2018,0:10,MANHATTAN,10003,40.727814,-73.98581,"(40.727814, -73.98581)",,,79        SAINT MARKS PLACE             ,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3877291,TAXI,PASSENGER VEHICLE,,,
04/08/2018,0:20,BROOKLYN,11212,40.67006,-73.908905,"(40.67006, -73.908905)",,,101       OSBORN STREET                 ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3876782,PASSENGER VEHICLE,,,,
04/08/2018,0:20,QUEENS,11419,40.69166,-73.82971,"(40.69166, -73.82971)",116 STREET                      ,95 AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3876885,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/08/2018,0:20,,,40.709198,-73.991776,"(40.709198, -73.991776)",MANHATTAN BR LOWER              ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3877490,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/08/2018,0:25,QUEENS,11385,40.694107,-73.89737,"(40.694107, -73.89737)",COOPER AVENUE                   ,CYPRESS AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3876877,PASSENGER VEHICLE,TAXI,,,
04/08/2018,0:30,MANHATTAN,10036,40.758427,-73.99264,"(40.758427, -73.99264)",9 AVENUE                        ,WEST 42 STREET,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,,,,,3877776,PASSENGER VEHICLE,,,,
04/08/2018,0:40,BROOKLYN,11210,40.63402,-73.94754,"(40.63402, -73.94754)",,,3015      GLENWOOD ROAD                 ,1,0,0,0,0,0,1,0,Other Vehicular,,,,,3877382,SPORT UTILITY / STATION WAGON,,,,
04/08/2018,0:45,,,,,,UNIVERSITY AVENUE               ,WASHINGTON BRIDGE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3877963,TAXI,TAXI,,,
04/08/2018,0:47,,,40.757454,-73.95571,"(40.757454, -73.95571)",QUEENSBORO BRIDGE LOWER         ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3876608,SPORT UTILITY / STATION WAGON,TAXI,,,
04/08/2018,0:55,MANHATTAN,10128,40.77918,-73.9508,"(40.77918, -73.9508)",2 AVENUE                        ,EAST 88 STREET,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,3877483,TAXI,TAXI,,,
04/08/2018,10:00,BRONX,10475,40.880035,-73.83166,"(40.880035, -73.83166)",,,1000      BAYCHESTER AVENUE             ,0,0,0,0,0,0,0,0,Unspecified,,,,,3877095,PASSENGER VEHICLE,,,,
04/08/2018,10:00,BROOKLYN,11204,40.613758,-73.99663,"(40.613758, -73.99663)",,,1782      BAY RIDGE PARKWAY             ,0,0,0,0,0,0,0,0,Unspecified,,,,,3877843,PASSENGER VEHICLE,,,,
04/08/2018,10:00,MANHATTAN,10034,40.863186,-73.92047,"(40.863186, -73.92047)",,,248       NAGLE AVENUE                  ,0,0,0,0,0,0,0,0,Unspecified,,,,,3877447,PASSENGER VEHICLE,,,,
04/08/2018,10:00,QUEENS,11372,40.74928,-73.88884,"(40.74928, -73.88884)",,,77-05     37 AVENUE                     ,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,,,,3877241,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/08/2018,10:00,STATEN ISLAND,10309,,,,NORTH BRIDGE STREET             ,VETERANS ROAD WEST,,0,0,0,0,0,0,0,0,Pavement Slippery,,,,,3877159,MOTORCYCLE,,,,
04/08/2018,10:00,STATEN ISLAND,10309,,,,,,2750      VETERANS ROAD WEST            ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3877117,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/08/2018,10:00,,,,,,14 AVENUE                       ,WHITESTONE EXPRESSWAY,,0,0,0,0,0,0,0,0,Following Too Closely,Following Too Closely,,,,3876693,PASSENGER VEHICLE,PICK-UP TRUCK,,,
04/08/2018,10:10,BROOKLYN,11230,40.63017,-73.966225,"(40.63017, -73.966225)",,,1135      CONEY ISLAND AVENUE           ,0,0,0,0,0,0,0,0,Unspecified,,,,,3877137,PASSENGER VEHICLE,,,,
04/08/2018,10:15,QUEENS,11411,40.691948,-73.730675,"(40.691948, -73.730675)",LINDEN BOULEVARD                ,231 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3877143,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/08/2018,10:17,BROOKLYN,11208,40.677532,-73.86622,"(40.677532, -73.86622)",,,1158      GLENMORE AVENUE               ,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3877592,PICK-UP TRUCK,SPORT UTILITY / STATION WAGON,,,
04/08/2018,10:20,,,40.658306,-73.95666,"(40.658306, -73.95666)",BEDFORD AVENUE                  ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3877346,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/08/2018,10:25,,,40.75369,-73.74445,"(40.75369, -73.74445)",CROSS ISLAND PARKWAY            ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3877798,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/08/2018,10:30,BROOKLYN,11213,40.667976,-73.93399,"(40.667976, -73.93399)",UNION STREET                    ,SCHENECTADY AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3877338,SPORT UTILITY / STATION WAGON,,,,
04/08/2018,10:30,MANHATTAN,10033,40.851295,-73.93975,"(40.851295, -73.93975)",,,854       WEST 181 STREET               ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3878857,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,CONV,,
04/08/2018,10:35,BROOKLYN,11223,40.60185,-73.97216,"(40.60185, -73.97216)",,,353       AVENUE S                      ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3876735,TAXI,SPORT UTILITY / STATION WAGON,,,
04/08/2018,10:45,QUEENS,11429,40.712925,-73.741295,"(40.712925, -73.741295)",217 STREET                      ,103 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3877144,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/08/2018,10:50,,,40.634224,-73.90651,"(40.634224, -73.90651)",AVENUE K                        ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3877328,PASSENGER VEHICLE,,,,
04/08/2018,11:00,BROOKLYN,11204,40.61854,-73.9861,"(40.61854, -73.9861)",,,1928      63 STREET                     ,0,0,0,0,0,0,0,0,Backing Unsafely,Driver Inattention/Distraction,,,,3877198,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/08/2018,11:00,QUEENS,11364,40.75706,-73.75535,"(40.75706, -73.75535)",CLOVERDALE BOULEVARD            ,HOXIE DRIVE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3877116,PASSENGER VEHICLE,,,,
04/08/2018,11:00,QUEENS,11368,40.747444,-73.85642,"(40.747444, -73.85642)",,,108-47    46 AVENUE                     ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3877405,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/08/2018,11:00,,,40.785866,-73.950935,"(40.785866, -73.950935)",LEXINGTON AVENUE                ,,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3877044,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/08/2018,11:00,,,40.60393,-74.13438,"(40.60393, -74.13438)",,,5         FILLMORE AVENUE               ,0,0,0,0,0,0,0,0,Unspecified,,,,,3877285,PASSENGER VEHICLE,,,,
04/08/2018,11:00,QUEENS,11361,40.759914,-73.77092,"(40.759914, -73.77092)",,,212-20    NORTHERN BOULEVARD            ,1,0,0,0,0,0,1,0,Obstruction/Debris,,,,,3877156,PASSENGER VEHICLE,,,,
04/08/2018,11:04,BRONX,10456,40.8333,-73.89967,"(40.8333, -73.89967)",,,647       JEFFERSON PLACE               ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,3876774,PASSENGER VEHICLE,,,,
04/08/2018,11:05,QUEENS,11385,,,,,,8802      cooper av                     ,0,0,0,0,0,0,0,0,,,,,,3886500,,,,,
04/08/2018,11:15,BROOKLYN,11215,40.674397,-73.97869,"(40.674397, -73.97869)",,,230       6 AVENUE                      ,0,0,0,0,0,0,0,0,Unspecified,,,,,3879612,SPORT UTILITY / STATION WAGON,,,,
04/08/2018,11:15,STATEN ISLAND,10314,40.615364,-74.131,"(40.615364, -74.131)",JEWETT AVENUE                   ,CROWELL AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3878570,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/08/2018,11:18,QUEENS,11104,40.745438,-73.923,"(40.745438, -73.923)",43 AVENUE                       ,41 STREET,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3877312,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/08/2018,11:20,BRONX,10461,40.855488,-73.83073,"(40.855488, -73.83073)",,,1870      PELHAM PARKWAY SOUTH          ,0,0,0,0,0,0,0,0,Unspecified,,,,,3877604,PICK-UP TRUCK,,,,
04/08/2018,11:22,BROOKLYN,11203,40.660072,-73.93974,"(40.660072, -73.93974)",RUTLAND ROAD                    ,ALBANY AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3879223,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/08/2018,11:30,QUEENS,11423,40.707767,-73.771545,"(40.707767, -73.771545)",,,186-09    HENDERSON AVENUE              ,0,0,0,0,0,0,0,0,Unspecified,,,,,3876707,PASSENGER VEHICLE,,,,
04/08/2018,11:30,QUEENS,11433,40.695236,-73.78212,"(40.695236, -73.78212)",MERRICK BOULEVARD               ,110 ROAD,,0,0,0,0,0,0,0,0,Unspecified,,,,,3877274,SPORT UTILITY / STATION WAGON,,,,
04/08/2018,11:30,,,40.73817,-73.97761,"(40.73817, -73.97761)",EAST 25 STREET                  ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3877933,PASSENGER VEHICLE,TAXI,,,
04/08/2018,11:30,,,40.862732,-73.90333,"(40.862732, -73.90333)",WEST FORDHAM ROAD               ,,,1,0,0,0,0,0,1,0,Unsafe Lane Changing,Unspecified,,,,3878094,SPORT UTILITY / STATION WAGON,MOTORCYCLE,,,
04/08/2018,11:34,,,40.726185,-73.87022,"(40.726185, -73.87022)",62 ROAD                         ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3878190,SPORT UTILITY / STATION WAGON,,,,
04/08/2018,11:40,BROOKLYN,11223,40.60741,-73.9659,"(40.60741, -73.9659)",QUENTIN ROAD                    ,EAST 7 STREET,,1,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3876736,SPORT UTILITY / STATION WAGON,BICYCLE,,,
04/08/2018,11:40,BRONX,10469,40.868008,-73.84073,"(40.868008, -73.84073)",ARNOW AVENUE                    ,MICKLE AVENUE,,2,0,0,0,0,0,2,0,Unsafe Speed,Traffic Control Disregarded,,,,3877430,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/08/2018,11:45,QUEENS,11434,40.666386,-73.78487,"(40.666386, -73.78487)",,,153-70    SOUTH CONDUIT AVENUE          ,1,0,0,0,0,0,1,0,Unsafe Lane Changing,Unspecified,,,,3877139,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/08/2018,11:45,,,40.73833,-73.800835,"(40.73833, -73.800835)",LONG ISLAND EXPRESSWAY          ,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3877154,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,
04/08/2018,11:46,BRONX,10475,40.86879,-73.83168,"(40.86879, -73.83168)",BAYCHESTER AVENUE               ,BARTOW AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3878512,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/08/2018,11:50,,,40.657,-73.91403,"(40.657, -73.91403)",LOTT AVENUE                     ,,,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,Unspecified,,,3877152,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,
04/08/2018,12:00,BROOKLYN,11234,40.61799,-73.90296,"(40.61799, -73.90296)",,,2276      EAST 73 STREET                ,0,0,0,0,0,0,0,0,Unspecified,,,,,3877048,PASSENGER VEHICLE,VN,,,
04/08/2018,12:00,,,40.723698,-74.00792,"(40.723698, -74.00792)",CANAL STREET                    ,HUDSON STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3877079,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/08/2018,12:00,MANHATTAN,10003,40.736534,-73.99274,"(40.736534, -73.99274)",,,7         EAST 15 STREET                ,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3880145,SPORT UTILITY / STATION WAGON,,,,
04/08/2018,12:10,BROOKLYN,11228,40.62677,-74.01501,"(40.62677, -74.01501)",FORT HAMILTON PARKWAY           ,73 STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3876680,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/08/2018,12:12,QUEENS,11417,40.680668,-73.836334,"(40.680668, -73.836334)",107 AVENUE                      ,104 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3877045,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/08/2018,12:15,STATEN ISLAND,10310,40.628708,-74.11902,"(40.628708, -74.11902)",FOREST AVENUE                   ,ELIZABETH STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3878566,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
04/08/2018,12:15,,,40.582687,-73.97671,"(40.582687, -73.97671)",BELT PARKWAY                    ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3885463,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/08/2018,12:15,BROOKLYN,11249,40.721424,-73.96054,"(40.721424, -73.96054)",KENT AVENUE                     ,NORTH 9 STREET,,1,0,0,0,1,0,0,0,Reaction to Other Uninvolved Vehicle,,,,,3877247,BICYCLE,,,,
04/08/2018,12:15,,,40.78625,-73.93935,"(40.78625, -73.93935)",FDR DRIVE                       ,,,1,0,0,0,0,0,1,0,Unsafe Speed,Unspecified,Unspecified,,,3877912,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,
04/08/2018,12:20,MANHATTAN,10019,,,,WEST 55 STREET                  ,11 AVENUE,,0,0,0,0,0,0,0,0,Failure to Keep Right,Unspecified,,,,3877846,PASSENGER VEHICLE,TAXI,,,
04/08/2018,12:24,BRONX,10453,40.849964,-73.91416,"(40.849964, -73.91416)",WEST TREMONT AVENUE             ,HARRISON AVENUE,,1,0,0,0,0,0,1,0,Brakes Defective,Unspecified,,,,3877453,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/08/2018,12:25,QUEENS,11363,40.778515,-73.750885,"(40.778515, -73.750885)",WARWICK AVENUE                  ,EAST DRIVE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3877121,PASSENGER VEHICLE,,,,
04/08/2018,12:30,,,40.778614,-73.83887,"(40.778614, -73.83887)",130 STREET                      ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3876688,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/08/2018,12:40,,,40.663124,-73.9509,"(40.663124, -73.9509)",NOSTRAND AVENUE                 ,,,0,0,0,0,0,0,0,0,Other Vehicular,Backing Unsafely,,,,3876772,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/08/2018,12:46,BROOKLYN,11218,,,,AVENUE C                        ,OCEAN PARKWAY,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3877879,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/08/2018,12:48,,,40.732937,-73.920395,"(40.732937, -73.920395)",LONG ISLAND EXPRESSWAY          ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3876684,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/08/2018,12:50,BRONX,10455,40.812855,-73.90725,"(40.812855, -73.90725)",EAST 149 STREET                 ,WALES AVENUE,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3876723,SPORT UTILITY / STATION WAGON,PICK-UP TRUCK,,,
04/08/2018,13:00,QUEENS,11354,40.773064,-73.82188,"(40.773064, -73.82188)",146 STREET                      ,28 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3876687,PASSENGER VEHICLE,,,,
04/08/2018,13:00,QUEENS,11434,40.671024,-73.76921,"(40.671024, -73.76921)",140 AVENUE                      ,171 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3877282,SPORT UTILITY / STATION WAGON,PICK-UP TRUCK,,,
04/08/2018,13:00,,,40.74947,-73.7564,"(40.74947, -73.7564)",LONG ISLAND EXPRESSWAY          ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3877122,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/08/2018,13:00,,,40.75548,-73.74173,"(40.75548, -73.74173)",LONG ISLAND EXPRESSWAY          ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3877126,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/08/2018,13:00,,,40.604153,-74.05198,"(40.604153, -74.05198)",VERRAZANO BRIDGE UPPER          ,,,3,0,0,0,0,0,3,0,Unsafe Speed,Unspecified,Unspecified,Unspecified,,3877750,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,
04/08/2018,13:06,,,40.608757,-74.038086,"(40.608757, -74.038086)",VERRAZANO BRIDGE LOWER          ,,,2,0,0,0,0,0,2,0,Following Too Closely,Unspecified,,,,3877983,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/08/2018,13:20,,,40.824432,-73.873604,"(40.824432, -73.873604)",BRUCKNER BOULEVARD              ,MORRISON AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3877389,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/08/2018,13:23,BRONX,10467,40.864506,-73.86374,"(40.864506, -73.86374)",,,2556      BOSTON ROAD                   ,0,0,0,0,0,0,0,0,Other Vehicular,,,,,3878484,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/08/2018,13:30,BRONX,10467,40.861336,-73.866806,"(40.861336, -73.866806)",BOSTON ROAD                     ,WARING AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3878373,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/08/2018,13:30,BROOKLYN,11215,40.67192,-73.99397,"(40.67192, -73.99397)",,,118       2 AVENUE                      ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3876959,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/08/2018,13:30,QUEENS,11367,40.730103,-73.823166,"(40.730103, -73.823166)",,,144-26    JEWEL AVENUE                  ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3877155,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,,
04/08/2018,13:30,STATEN ISLAND,10306,40.579174,-74.11483,"(40.579174, -74.11483)",BANCROFT AVENUE                 ,RICHMOND ROAD,,0,0,0,0,0,0,0,0,Turning Improperly,Unsafe Speed,,,,3877737,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/08/2018,13:30,,,40.636826,-74.011765,"(40.636826, -74.011765)",60 STREET                       ,,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,3877795,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/08/2018,13:35,,,40.839478,-73.883896,"(40.839478, -73.883896)",CROSS BRONX EXPRESSWAY          ,BOSTON ROAD,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3876851,PASSENGER VEHICLE,DS,,,
04/08/2018,13:38,BRONX,10463,40.875057,-73.90451,"(40.875057, -73.90451)",,,2860      BAILEY AVENUE                 ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3878517,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/08/2018,13:39,BROOKLYN,11203,40.64588,-73.945175,"(40.64588, -73.945175)",,,450       EAST 34 STREET                ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3877377,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/08/2018,13:45,,,40.66999,-73.73733,"(40.66999, -73.73733)",LAURELTON PARKWAY               ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,Unspecified,,,3877848,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,
04/08/2018,13:45,,,40.829586,-73.93211,"(40.829586, -73.93211)",MAJOR DEEGAN EXPRESSWAY RAMP    ,,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3877172,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/08/2018,13:46,,,,,,VANCORTLANDT PARK WEST          ,ORLOFF AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3878362,PASSENGER VEHICLE,,,,
04/08/2018,13:50,BRONX,10458,40.86693,-73.884224,"(40.86693, -73.884224)",,,2863      WEBSTER AVENUE                ,0,0,0,0,0,0,0,0,Unspecified,,,,,3879770,DS,PICK-UP TRUCK,,,
